"gene_id"	"hgnc_symbol"	"chromosome_name"	"start_position"	"end_position"	"strand"	"entrezgene_id"
"ENSG00000185097"	"OR4F16"	"1"	621059	622053	"-"	729759
"ENSG00000185097"	"OR4F16"	"1"	621059	622053	"-"	81399
"ENSG00000185097"	"OR4F16"	"1"	621059	622053	"-"	26683
"ENSG00000171365"	"CLCN5"	"X"	49687225	49863892	"+"	1184
"ENSG00000112096"	"SOD2"	"6"	160090089	160183561	"-"	100129518
"ENSG00000112096"	"SOD2"	"6"	160090089	160183561	"-"	6648
"ENSG00000115598"	"IL1RL2"	"2"	102803433	102856462	"+"	8808
"ENSG00000258366"	"RTEL1"	"20"	62289163	62328416	"+"	51750
"ENSG00000146197"	"SCUBE3"	"6"	35182190	35220856	"+"	222663
"ENSG00000167085"	"PHB"	"17"	47481414	47492246	"-"	5245
"ENSG00000146701"	"MDH2"	"7"	75677369	75696826	"+"	4191
"ENSG00000166912"	"MTMR10"	"15"	31231144	31283810	"-"	54893
"ENSG00000100056"	"DGCR14"	"22"	19117792	19132197	"-"	23617
"ENSG00000100056"	"DGCR14"	"22"	19117792	19132197	"-"	8220
"ENSG00000161999"	"JMJD8"	"16"	731671	734529	"-"	339123
"ENSG00000186675"	"MAGEE2"	"X"	75002823	75005079	"-"	139599
"ENSG00000214860"	"EVPLL"	"17"	18280976	18292961	"+"	645027
"ENSG00000106261"	"ZKSCAN1"	"7"	99613204	99639312	"+"	7586
"ENSG00000198730"	"CTR9"	"11"	10772534	10801290	"+"	9646
"ENSG00000095970"	"TREM2"	"6"	41126244	41130924	"-"	54209
"ENSG00000205359"	"SLCO6A1"	"5"	101707486	101834720	"-"	133482
"ENSG00000102390"	"PBDC1"	"X"	75392771	75398039	"+"	51260
"ENSG00000130283"	"GDF1"	"19"	18979361	19006905	"-"	2657
"ENSG00000004139"	"SARM1"	"17"	26691378	26728065	"+"	23098
"ENSG00000206495"	"TRIM39"	"HSCHR6_MHC_QBL"	30283753	30304091	"+"	202658
"ENSG00000206495"	"TRIM39"	"HSCHR6_MHC_QBL"	30283753	30304091	"+"	56658
"ENSG00000198270"	"TMEM116"	"12"	112369086	112450970	"-"	89894
"ENSG00000187634"	"SAMD11"	"1"	860260	879955	"+"	148398
"ENSG00000186409"	"CCDC30"	"1"	42929001	43120335	"+"	728621
"ENSG00000103495"	"MAZ"	"16"	29817427	29823649	"+"	4150
"ENSG00000163661"	"PTX3"	"3"	157154578	157161417	"+"	5806
"ENSG00000114346"	"ECT2"	"3"	172468472	172539264	"+"	1894
"ENSG00000115307"	"AUP1"	"2"	74753772	74757066	"-"	550
"ENSG00000198934"	"MAGEE1"	"X"	75648046	75651744	"+"	57692
"ENSG00000088726"	"TMEM40"	"3"	12775024	12810956	"-"	55287
"ENSG00000148339"	"SLC25A25"	"9"	130830480	130871524	"+"	114789
"ENSG00000196468"	"FGF16"	"X"	76709648	76712769	"+"	NA
"ENSG00000174514"	"MFSD4"	"1"	205538013	205572046	"+"	148808
"ENSG00000112195"	"TREML2"	"6"	41158015	41168932	"-"	79865
"ENSG00000090263"	"MRPS33"	"7"	140705854	140715028	"-"	51650
"ENSG00000151470"	"C4orf33"	"4"	130014472	130037795	"+"	132321
"ENSG00000006715"	"VPS41"	"7"	38762563	38971994	"-"	27072
"ENSG00000167740"	"CYB5D2"	"17"	4046462	4090605	"+"	124936
"ENSG00000139572"	"GPR84"	"12"	54756229	54758271	"-"	53831
"ENSG00000174899"	"C3orf55"	"3"	157261035	157395538	"+"	152078
"ENSG00000189167"	"ZAR1L"	"13"	32877837	32889481	"-"	646799
"ENSG00000123473"	"STIL"	"1"	47715811	47779819	"-"	6491
"ENSG00000165197"	"FIGF"	"X"	15363713	15402498	"-"	2277
"ENSG00000184009"	"ACTG1"	"17"	79476997	79490873	"-"	71
"ENSG00000184009"	"ACTG1"	"17"	79476997	79490873	"-"	60
"ENSG00000243927"	"MRPS6"	"21"	35445524	35515334	"+"	64968
"ENSG00000165752"	"STK32C"	"10"	134020996	134145351	"-"	282974
"ENSG00000230907"	"FKBPL"	"HSCHR6_MHC_COX"	32044940	32046524	"-"	63943
"ENSG00000186868"	"MAPT"	"17"	43971748	44105700	"+"	4137
"ENSG00000206203"	"TSSK2"	"22"	19118321	19120134	"+"	23617
"ENSG00000164985"	"PSIP1"	"9"	15464064	15511017	"-"	11168
"ENSG00000173264"	"GPR137"	"11"	64037534	64056972	"+"	56834
"ENSG00000063515"	"GSC2"	"22"	19136089	19137796	"-"	2928
"ENSG00000160460"	"SPTBN4"	"19"	40972148	41082370	"+"	57731
"ENSG00000105669"	"COPE"	"19"	19010323	19030206	"-"	11316
"ENSG00000142230"	"SAE1"	"19"	47616531	47713886	"+"	10055
"ENSG00000261059"	"OBP2B"	"HG79_PATCH"	136080664	136084628	"-"	29989
"ENSG00000155975"	"VPS37A"	"8"	17104080	17159936	"+"	137492
"ENSG00000085224"	"ATRX"	"X"	76760356	77041702	"-"	546
"ENSG00000183668"	"PSG9"	"19"	43715943	43773682	"-"	5678
"ENSG00000198743"	"SLC5A3"	"21"	35445870	35478559	"+"	6526
"ENSG00000229544"	"NKX1-2"	"10"	126135592	126138753	"-"	390010
"ENSG00000205174"	"C7orf66"	"7"	108524032	108524644	"-"	154907
"ENSG00000161642"	"ZNF385A"	"12"	54762917	54785082	"-"	25946
"ENSG00000229071"	"PRRT1"	"HSCHR6_MHC_COX"	32064598	32070614	"-"	100507547
"ENSG00000229071"	"PRRT1"	"HSCHR6_MHC_COX"	32064598	32070614	"-"	80863
"ENSG00000100075"	"SLC25A1"	"22"	19163095	19166343	"-"	6576
"ENSG00000196628"	"TCF4"	"18"	52889562	53332018	"-"	6925
"ENSG00000139618"	"BRCA2"	"13"	32889611	32973805	"+"	675
"ENSG00000262022"	"ZNF100"	"HSCHR19_2_CTG3"	21915047	21959807	"-"	163227
"ENSG00000087842"	"PIR"	"X"	15402921	15511687	"-"	8544
"ENSG00000101290"	"CDS2"	"20"	5107432	5178533	"+"	8760
"ENSG00000132570"	"PCBD2"	"5"	134240596	134343649	"+"	84105
"ENSG00000159197"	"KCNE2"	"21"	35736323	35743688	"+"	9992
"ENSG00000158711"	"ELK4"	"1"	205577071	205601090	"-"	2005
"ENSG00000167371"	"PRRT2"	"16"	29823177	29827201	"+"	112476
"ENSG00000127580"	"WDR24"	"16"	734622	740444	"-"	84219
"ENSG00000115129"	"TP53I3"	"2"	24300303	24308731	"-"	9540
"ENSG00000111701"	"APOBEC1"	"12"	7801996	7818499	"-"	339
"ENSG00000163125"	"RPRD2"	"1"	150335567	150449042	"+"	23248
"ENSG00000115602"	"IL1RL1"	"2"	102927962	102968497	"+"	9173
"ENSG00000184903"	"IMMP2L"	"7"	110303110	111202573	"-"	83943
"ENSG00000107902"	"LHPP"	"10"	126150403	126306457	"+"	64077
"ENSG00000205670"	"SMIM11"	"21"	35747779	35780164	"+"	54065
"ENSG00000240303"	"ACAD11"	"3"	132276982	132379567	"-"	84129
"ENSG00000133640"	"LRRIQ1"	"12"	85430092	85657002	"+"	84125
"ENSG00000163638"	"ADAMTS9"	"3"	64501333	64673676	"-"	56999
"ENSG00000140262"	"TCF12"	"15"	57210821	57591479	"+"	6938
"ENSG00000003402"	"CFLAR"	"2"	201980827	202041410	"+"	8837
"ENSG00000146457"	"WTAP"	"6"	160146617	160177351	"+"	9589
"ENSG00000079689"	"SCGN"	"6"	25652464	25702011	"+"	10590
"ENSG00000164418"	"GRIK2"	"6"	101846664	102517958	"+"	2898
"ENSG00000158715"	"SLC45A3"	"1"	205626979	205649587	"-"	85414
"ENSG00000134489"	"HRH4"	"18"	22040593	22059921	"+"	59340
"ENSG00000172179"	"PRL"	"6"	22287480	22297730	"-"	5617
"ENSG00000222018"	"C21orf140"	"21"	35772615	35773370	"-"	101928147
"ENSG00000185928"	"PAGR1"	"16"	29827285	29841948	"+"	79447
"ENSG00000181381"	"DDX60L"	"4"	169277886	169458937	"-"	91351
"ENSG00000127585"	"FBXL16"	"16"	742500	755829	"-"	146330
"ENSG00000188056"	"TREML4"	"6"	41196062	41206620	"+"	285852
"ENSG00000174483"	"BBS1"	"11"	66278077	66301098	"+"	582
"ENSG00000179564"	"LSMEM2"	"3"	50316458	50325545	"+"	132228
"ENSG00000179477"	"ALOX12B"	"17"	7975954	7991021	"-"	242
"ENSG00000115705"	"TPO"	"2"	1377995	1547483	"+"	7173
"ENSG00000138078"	"PREPL"	"2"	44543420	44589001	"-"	9581
"ENSG00000180509"	"KCNE1"	"21"	35818988	35884573	"-"	3753
"ENSG00000126233"	"SLURP1"	"8"	143822362	143823829	"-"	57152
"ENSG00000164244"	"PRRC1"	"5"	126853301	126890781	"+"	133619
"ENSG00000135631"	"RAB11FIP5"	"2"	73300510	73383849	"-"	26056
"ENSG00000197756"	"RPL37A"	"2"	217362912	217443903	"+"	6168
"ENSG00000113360"	"DROSHA"	"5"	31400604	31532303	"-"	29102
"ENSG00000197353"	"LYPD2"	"8"	143831568	143833952	"-"	137797
"ENSG00000158290"	"CUL4B"	"X"	119658464	119709649	"-"	8450
"ENSG00000172289"	"OR10V1"	"11"	59480296	59481337	"-"	390201
"ENSG00000069275"	"NUCKS1"	"1"	205681947	205719404	"-"	64710
"ENSG00000185340"	"GAS2L1"	"22"	29702572	29708774	"+"	10634
"ENSG00000138650"	"PCDH10"	"4"	134070470	134129356	"+"	57575
"ENSG00000102010"	"BMX"	"X"	15482369	15574652	"+"	660
"ENSG00000139597"	"N4BP2L1"	"13"	32974861	33002315	"-"	90634
"ENSG00000198795"	"ZNF521"	"18"	22641890	22932154	"-"	25925
"ENSG00000171960"	"PPIH"	"1"	43124096	43142429	"+"	10465
"ENSG00000013364"	"MVP"	"16"	29831715	29859355	"+"	9961
"ENSG00000147081"	"AKAP4"	"X"	49955406	49965664	"-"	8852
"ENSG00000178202"	"KDELC2"	"11"	108342832	108369159	"-"	143888
"ENSG00000103260"	"METRN"	"16"	765115	769655	"+"	79006
"ENSG00000148334"	"PTGES2"	"9"	130882972	130890741	"-"	80142
"ENSG00000111596"	"CNOT2"	"12"	70636774	70748773	"+"	4848
"ENSG00000173114"	"LRRN3"	"7"	110731062	110765510	"+"	54674
"ENSG00000180155"	"LYNX1"	"8"	143845752	143859640	"-"	66004
"ENSG00000003436"	"TFPI"	"2"	188328957	188430487	"-"	7035
"ENSG00000166900"	"STX3"	"11"	59480929	59573354	"+"	6809
"ENSG00000162368"	"CMPK1"	"1"	47799469	47844511	"+"	51727
"ENSG00000214706"	"IFRD2"	"3"	50325163	50330349	"-"	7866
"ENSG00000150093"	"ITGB1"	"10"	33189247	33294720	"-"	3688
"ENSG00000111450"	"STX2"	"12"	131274145	131323811	"-"	2054
"ENSG00000171916"	"LGALS9C"	"17"	18380051	18398259	"+"	654346
"ENSG00000171916"	"LGALS9C"	"17"	18380051	18398259	"+"	284194
"ENSG00000173267"	"SNCG"	"10"	88718375	88723017	"+"	6623
"ENSG00000110321"	"EIF4G2"	"11"	10818597	10830657	"-"	1982
"ENSG00000086548"	"CEACAM6"	"19"	42254885	42276113	"+"	4680
"ENSG00000141337"	"ARSG"	"17"	66255323	66418872	"+"	22901
"ENSG00000254535"	"PABPC4L"	"4"	135117488	135122903	"-"	132430
"ENSG00000137700"	"SLC37A4"	"11"	118894824	118901616	"-"	2542
"ENSG00000159200"	"RCAN1"	"21"	35885440	35987441	"-"	1827
"ENSG00000169826"	"CSGALNACT2"	"10"	43633934	43680756	"+"	55454
"ENSG00000120437"	"ACAT2"	"6"	160181360	160200144	"+"	39
"ENSG00000108465"	"CDK5RAP3"	"17"	46045176	46059140	"+"	80279
"ENSG00000103254"	"FAM173A"	"16"	770581	772601	"+"	65990
"ENSG00000241394"	"HLA-DMA"	"HSCHR6_MHC_DBB"	32894331	32898843	"-"	3108
"ENSG00000065029"	"ZNF76"	"6"	35226686	35263762	"+"	7629
"ENSG00000234798"	"DXO"	"HSCHR6_MHC_SSTO"	31929439	31931921	"-"	1797
"ENSG00000106012"	"IQCE"	"7"	2598632	2654368	"+"	23288
"ENSG00000164989"	"CCDC171"	"9"	15552895	16061661	"+"	203238
"ENSG00000100276"	"RASL10A"	"22"	29708922	29715668	"-"	10633
"ENSG00000073598"	"FNDC8"	"17"	33448598	33457751	"+"	54752
"ENSG00000189184"	"PCDH18"	"4"	138440072	138453648	"-"	54510
"ENSG00000101292"	"PROKR2"	"20"	5282317	5297378	"-"	128674
"ENSG00000026036"	"RTEL1-TNFRSF6B"	"20"	62290653	62330037	"+"	NA
"ENSG00000131732"	"ZCCHC9"	"5"	80597409	80609116	"+"	84240
"ENSG00000119801"	"YPEL5"	"2"	30369807	30383399	"+"	51646
"ENSG00000189319"	"FAM53B"	"10"	126307861	126432838	"-"	9679
"ENSG00000117280"	"RAB7L1"	"1"	205737114	205744588	"-"	8934
"ENSG00000179148"	"ALOXE3"	"17"	7999218	8022365	"-"	59344
"ENSG00000170956"	"CEACAM3"	"19"	42300369	42315591	"+"	1084
"ENSG00000111707"	"SUDS3"	"12"	118814185	118855840	"+"	64426
"ENSG00000163596"	"ICA1L"	"2"	203640690	203736708	"-"	130026
"ENSG00000112273"	"HDGFL1"	"6"	22569678	22571892	"+"	154150
"ENSG00000125772"	"GPCPD1"	"20"	5525085	5591672	"-"	56261
"ENSG00000168671"	"UGT3A2"	"5"	36035119	36071460	"-"	167127
"ENSG00000003987"	"MTMR7"	"8"	17155539	17271037	"-"	9108
"ENSG00000182450"	"KCNK4"	"11"	64058774	64067503	"+"	50801
"ENSG00000261115"	"TMEM178B"	"7"	140774032	141180180	"+"	100507421
"ENSG00000146670"	"CDCA5"	"11"	64833772	64851636	"-"	113130
"ENSG00000115109"	"EPB41L5"	"2"	120770581	120936695	"+"	57669
"ENSG00000168779"	"SHOX2"	"3"	157814948	157824292	"-"	6474
"ENSG00000268358"	"EPB41L4A-AS2"	"5"	111755280	111756310	"+"	NA
"ENSG00000101040"	"ZMYND8"	"20"	45837859	45985567	"-"	23613
"ENSG00000222040"	"ADRA2B"	"2"	96778707	96781984	"-"	151
"ENSG00000130234"	"ACE2"	"X"	15579156	15620271	"-"	59272
"ENSG00000186790"	"FOXE3"	"1"	47881744	47883723	"+"	2301
"ENSG00000188716"	"DUPD1"	"10"	76797594	76818272	"-"	338599
"ENSG00000244754"	"N4BP2L2"	"13"	33006554	33112970	"-"	10443
"ENSG00000188517"	"COL25A1"	"4"	109731877	110223813	"-"	84570
"ENSG00000148671"	"ADIRF"	"10"	88727949	88743691	"+"	10974
"ENSG00000196510"	"ANAPC7"	"12"	110810705	110841535	"-"	51434
"ENSG00000186564"	"FOXD2"	"1"	47901689	47906363	"+"	2306
"ENSG00000184524"	"CEND1"	"11"	787104	790123	"-"	51286
"ENSG00000168955"	"TM4SF20"	"2"	228226872	228246711	"-"	79853
"ENSG00000110723"	"EXPH5"	"11"	108376158	108464465	"-"	23086
"ENSG00000100852"	"ARHGAP5"	"14"	32545320	32628934	"+"	394
"ENSG00000269113"	"TRABD2B"	"1"	48226200	48462567	"-"	388630
"ENSG00000162004"	"CCDC78"	"16"	772582	776954	"-"	124093
"ENSG00000242726"	"RPP21"	"HSCHR6_MHC_QBL"	30302412	30304165	"+"	79897
"ENSG00000107643"	"MAPK8"	"10"	49514698	49647403	"+"	5599
"ENSG00000148346"	"LCN2"	"9"	130911350	130915734	"+"	3934
"ENSG00000105671"	"DDX49"	"19"	19030484	19039436	"+"	54555
"ENSG00000185128"	"TBC1D3F"	"17"	36283971	36294915	"+"	101060421
"ENSG00000185128"	"TBC1D3F"	"17"	36283971	36294915	"+"	101060389
"ENSG00000185128"	"TBC1D3F"	"17"	36283971	36294915	"+"	101060376
"ENSG00000185128"	"TBC1D3F"	"17"	36283971	36294915	"+"	729877
"ENSG00000185128"	"TBC1D3F"	"17"	36283971	36294915	"+"	414060
"ENSG00000185128"	"TBC1D3F"	"17"	36283971	36294915	"+"	84218
"ENSG00000166902"	"MRPL16"	"11"	59573608	59578345	"-"	54948
"ENSG00000115457"	"IGFBP2"	"2"	217497551	217529159	"+"	3485
"ENSG00000065978"	"YBX1"	"1"	43148098	43168020	"+"	4904
"ENSG00000159212"	"CLIC6"	"21"	36041688	36090525	"+"	54102
"ENSG00000235178"	"ZNF311"	"HSCHR6_MHC_DBB"	28962576	28973107	"-"	282890
"ENSG00000213626"	"LBH"	"2"	30454397	30546596	"+"	81606
"ENSG00000243509"	"TNFRSF6B"	"20"	62328021	62330037	"+"	8771
"ENSG00000152954"	"NRSN1"	"6"	24126350	24155128	"+"	140767
"ENSG00000006530"	"AGK"	"7"	141250989	141355044	"+"	55750
"ENSG00000164508"	"HIST1H2AA"	"6"	25726291	25726790	"-"	221613
"ENSG00000141380"	"SS18"	"18"	23596578	23671181	"-"	6760
"ENSG00000146047"	"HIST1H2BA"	"6"	25727137	25727573	"+"	255626
"ENSG00000132341"	"RAN"	"12"	131356424	131362223	"+"	5901
"ENSG00000079393"	"DUSP13"	"10"	76854192	76868979	"-"	51207
"ENSG00000271321"	"CTAGE6"	"7"	143452182	143454789	"-"	340307
"ENSG00000090661"	"CERS4"	"19"	8271620	8327305	"+"	79603
"ENSG00000184344"	"GDF3"	"12"	7842378	7848372	"-"	9573
"ENSG00000109819"	"PPARGC1A"	"4"	23756664	23905712	"-"	10891
"ENSG00000100280"	"AP1B1"	"22"	29723669	29819168	"-"	162
"ENSG00000173744"	"AGFG1"	"2"	228336868	228425930	"+"	3267
"ENSG00000187569"	"DPPA3"	"12"	7864050	7870155	"+"	101060236
"ENSG00000187569"	"DPPA3"	"12"	7864050	7870155	"+"	359787
"ENSG00000146039"	"SLC17A4"	"6"	25754927	25781419	"+"	10050
"ENSG00000134812"	"GIF"	"11"	59596741	59612974	"-"	2694
"ENSG00000183103"	"LYPD4"	"19"	42341148	42348760	"-"	147719
"ENSG00000198420"	"FAM115A"	"7"	143548468	143599291	"-"	101930003
"ENSG00000198420"	"FAM115A"	"7"	143548468	143599291	"-"	100294033
"ENSG00000198420"	"FAM115A"	"7"	143548468	143599291	"-"	9747
"ENSG00000043093"	"DCUN1D1"	"3"	182655862	182703741	"-"	54165
"ENSG00000101246"	"ARFRP1"	"20"	62329996	62339377	"-"	10139
"ENSG00000117834"	"SLC5A9"	"1"	48688357	48714316	"+"	200010
"ENSG00000134982"	"APC"	"5"	112043195	112181936	"+"	324
"ENSG00000133065"	"SLC41A1"	"1"	205758221	205782876	"-"	254428
"ENSG00000120438"	"TCP1"	"6"	160199530	160210781	"-"	677812
"ENSG00000120438"	"TCP1"	"6"	160199530	160210781	"-"	6950
"ENSG00000206256"	"PPT2"	"HSCHR6_MHC_COX"	32069682	32082453	"+"	80864
"ENSG00000206256"	"PPT2"	"HSCHR6_MHC_COX"	32069682	32082453	"+"	9374
"ENSG00000105327"	"BBC3"	"19"	47724081	47736023	"-"	100422899
"ENSG00000105327"	"BBC3"	"19"	47724081	47736023	"-"	100422832
"ENSG00000105327"	"BBC3"	"19"	47724081	47736023	"-"	27113
"ENSG00000071967"	"CYBRD1"	"2"	172378757	172414643	"+"	79901
"ENSG00000188976"	"NOC2L"	"1"	879584	894689	"-"	26155
"ENSG00000156453"	"PCDH1"	"5"	141232938	141258811	"-"	5097
"ENSG00000151012"	"SLC7A11"	"4"	139085251	139163503	"-"	23657
"ENSG00000219435"	"TEX40"	"11"	64067863	64072242	"+"	25858
"ENSG00000188100"	"FAM25A"	"10"	88780063	88784487	"+"	100133093
"ENSG00000188100"	"FAM25A"	"10"	88780063	88784487	"+"	644054
"ENSG00000188100"	"FAM25A"	"10"	88780063	88784487	"+"	643161
"ENSG00000243317"	"C7orf73"	"7"	135347244	135378166	"+"	101930655
"ENSG00000243317"	"C7orf73"	"7"	135347244	135378166	"+"	647087
"ENSG00000177679"	"SRRM3"	"7"	75831216	75916605	"+"	222183
"ENSG00000178105"	"DDX10"	"11"	108535752	108811657	"+"	1662
"ENSG00000147082"	"CCNB3"	"X"	49967364	50094909	"+"	85417
"ENSG00000104325"	"DECR1"	"8"	91013633	91064320	"+"	1666
"ENSG00000166886"	"NAB2"	"12"	57482677	57489259	"+"	4665
"ENSG00000162300"	"ZFPL1"	"11"	64851695	64855870	"+"	7542
"ENSG00000159216"	"RUNX1"	"21"	36160098	37376965	"-"	101928269
"ENSG00000159216"	"RUNX1"	"21"	36160098	37376965	"-"	100506403
"ENSG00000159216"	"RUNX1"	"21"	36160098	37376965	"-"	861
"ENSG00000073536"	"NLE1"	"17"	33455772	33469334	"-"	54475
"ENSG00000162415"	"ZSWIM5"	"1"	45482071	45771881	"-"	57643
"ENSG00000070371"	"CLTCL1"	"22"	19166986	19279239	"-"	8218
"ENSG00000167656"	"LY6D"	"8"	143866296	143868008	"-"	8581
"ENSG00000205549"	"C9orf92"	"9"	16203933	16276311	"-"	100129385
"ENSG00000142025"	"DMRTC2"	"19"	42348806	42356401	"+"	63946
"ENSG00000134827"	"TCN1"	"11"	59620273	59634048	"-"	6947
"ENSG00000083642"	"PDS5B"	"13"	33160564	33352157	"+"	23047
"ENSG00000226898"	"UBD"	"HSCHR6_MHC_APD"	29523504	29527818	"-"	10537
"ENSG00000105321"	"CCDC9"	"19"	47759237	47775210	"+"	26093
"ENSG00000103769"	"RAB11A"	"15"	66018392	66184329	"+"	8766
"ENSG00000124571"	"XPO5"	"6"	43490072	43543812	"-"	57510
"ENSG00000104499"	"GML"	"8"	143915663	143997922	"+"	2765
"ENSG00000177542"	"SLC25A22"	"11"	790475	798316	"-"	79751
"ENSG00000185722"	"ANKFY1"	"17"	4067201	4167274	"-"	51479
"ENSG00000173153"	"ESRRA"	"11"	64073044	64084215	"+"	2101
"ENSG00000164707"	"SLC13A4"	"7"	135365985	135414006	"-"	26266
"ENSG00000093183"	"SEC22C"	"3"	42589461	42642572	"-"	9117
"ENSG00000224319"	"OR2H2"	"HSCHR6_MHC_APD"	29555796	29556858	"+"	7932
"ENSG00000113520"	"IL4"	"5"	132009678	132018368	"+"	3565
"ENSG00000147003"	"TMEM27"	"X"	15645441	15683154	"-"	57393
"ENSG00000006534"	"ALDH3B1"	"11"	67776048	67796744	"+"	221
"ENSG00000139644"	"TMBIM6"	"12"	50101508	50158717	"+"	7009
"ENSG00000171159"	"C9orf16"	"9"	130922539	130926207	"+"	79095
"ENSG00000128849"	"CGNL1"	"15"	57668165	57842925	"+"	101930349
"ENSG00000128849"	"CGNL1"	"15"	57668165	57842925	"+"	101930344
"ENSG00000128849"	"CGNL1"	"15"	57668165	57842925	"+"	84952
"ENSG00000256062"	"ABO"	"HG79_PATCH"	136125799	136150736	"-"	28
"ENSG00000148672"	"GLUD1"	"10"	88810243	88854623	"-"	2746
"ENSG00000257727"	"CNPY2"	"12"	56703626	56710120	"-"	10330
"ENSG00000160882"	"CYP11B1"	"8"	143953772	143961262	"-"	1584
"ENSG00000186603"	"HPDL"	"1"	45792545	45794347	"+"	84842
"ENSG00000129116"	"PALLD"	"4"	169418217	169849608	"+"	23022
"ENSG00000167775"	"CD320"	"19"	8367011	8373240	"-"	51293
"ENSG00000152705"	"CATSPER3"	"5"	134303596	134347392	"+"	347732
"ENSG00000172954"	"LCLAT1"	"2"	30670092	30867091	"+"	253558
"ENSG00000141096"	"DPEP3"	"16"	68009566	68014732	"-"	64180
"ENSG00000143374"	"TARS2"	"1"	150459887	150480078	"+"	102465529
"ENSG00000143374"	"TARS2"	"1"	150459887	150480078	"+"	80222
"ENSG00000169239"	"CA5B"	"X"	15706953	15805747	"+"	11238
"ENSG00000162877"	"PM20D1"	"1"	205797150	205819260	"-"	148811
"ENSG00000167536"	"DHRS13"	"17"	27224799	27230089	"-"	147015
"ENSG00000257704"	"PRR24"	"19"	47778142	47778979	"+"	255783
"ENSG00000173068"	"BNC2"	"9"	16409501	16870841	"-"	54796
"ENSG00000170298"	"LGALS9B"	"17"	20352708	20370852	"-"	284194
"ENSG00000129991"	"TNNI3"	"19"	55663137	55669141	"-"	7137
"ENSG00000214013"	"GANC"	"15"	42565431	42645864	"+"	2595
"ENSG00000198178"	"CLEC4C"	"12"	7882011	7904201	"-"	170482
"ENSG00000230678"	"BRD2"	"HSCHR6_MHC_DBB"	32923568	32927227	"+"	6046
"ENSG00000197405"	"C5AR1"	"19"	47793280	47825323	"+"	728
"ENSG00000119922"	"IFIT2"	"10"	91061712	91069033	"+"	3433
"ENSG00000148985"	"PGAP2"	"11"	3818954	3847601	"+"	27315
"ENSG00000134830"	"C5AR2"	"19"	47835404	47846606	"+"	27202
"ENSG00000179941"	"BBS10"	"12"	76738254	76742222	"-"	79738
"ENSG00000165782"	"TMEM55B"	"14"	20925878	20929771	"-"	90809
"ENSG00000197114"	"ZGPAT"	"20"	62338817	62367494	"+"	84619
"ENSG00000154620"	"TMSB4Y"	"Y"	15815447	15817904	"+"	9087
"ENSG00000003989"	"SLC7A2"	"8"	17354597	17428082	"+"	6542
"ENSG00000118513"	"MYB"	"6"	135502453	135540311	"+"	4602
"ENSG00000144031"	"ANKRD53"	"2"	71205510	71212626	"+"	79998
"ENSG00000187961"	"KLHL17"	"1"	895967	901095	"+"	339451
"ENSG00000105372"	"RPS19"	"19"	42363988	42376994	"+"	6223
"ENSG00000169249"	"ZRSR2"	"X"	15808595	15841383	"+"	8233
"ENSG00000261306"	"SURF6"	"HG79_PATCH"	136206251	136211933	"-"	6838
"ENSG00000187066"	"TMEM262"	"11"	64852451	64856847	"-"	100130348
"ENSG00000124635"	"HIST1H2BJ"	"6"	27093676	27100541	"-"	8970
"ENSG00000099256"	"PRTFDC1"	"10"	25137536	25241533	"-"	56952
"ENSG00000198915"	"RASGEF1A"	"10"	43689983	43762367	"-"	221002
"ENSG00000134815"	"DHX34"	"19"	47852538	47885961	"+"	9704
"ENSG00000234096"	"MOG"	"HSCHR6_MHC_APD"	29624887	29640277	"+"	4340
"ENSG00000232119"	"MCTS1"	"X"	119727865	119754929	"+"	28985
"ENSG00000007968"	"E2F2"	"1"	23832922	23857712	"-"	1870
"ENSG00000180537"	"RNF182"	"6"	13924677	13980533	"+"	221687
"ENSG00000112110"	"MRPL18"	"6"	160210844	160219468	"+"	29074
"ENSG00000213722"	"DDAH2"	"6"	31694815	31698394	"-"	23564
"ENSG00000164187"	"LMBRD2"	"5"	36098514	36152063	"-"	92255
"ENSG00000103253"	"HAGHL"	"16"	776936	785525	"+"	84264
"ENSG00000196787"	"HIST1H2AG"	"6"	27100832	27103070	"+"	85235
"ENSG00000196787"	"HIST1H2AG"	"6"	27100832	27103070	"+"	8969
"ENSG00000196787"	"HIST1H2AG"	"6"	27100832	27103070	"+"	8336
"ENSG00000196787"	"HIST1H2AG"	"6"	27100832	27103070	"+"	8332
"ENSG00000196787"	"HIST1H2AG"	"6"	27100832	27103070	"+"	8330
"ENSG00000196787"	"HIST1H2AG"	"6"	27100832	27103070	"+"	8329
"ENSG00000001561"	"ENPP4"	"6"	46097730	46114436	"+"	22875
"ENSG00000205857"	"NANOGNB"	"12"	7917812	7926717	"+"	360030
"ENSG00000103502"	"CDIPT"	"16"	29869678	29875057	"-"	10423
"ENSG00000197728"	"RPS26"	"12"	56435637	56438116	"+"	101929876
"ENSG00000197728"	"RPS26"	"12"	56435637	56438116	"+"	100996747
"ENSG00000197728"	"RPS26"	"12"	56435637	56438116	"+"	6231
"ENSG00000179142"	"CYP11B2"	"8"	143991975	143999259	"-"	1585
"ENSG00000137203"	"TFAP2A"	"6"	10393419	10419892	"-"	7020
"ENSG00000128250"	"RFPL1"	"22"	29834572	29838444	"+"	5988
"ENSG00000182287"	"AP1S2"	"X"	15843929	15873054	"-"	8905
"ENSG00000117318"	"ID3"	"1"	23884409	23886285	"-"	3399
